SiLi run correction coefficients, individual signals		
0.584057642	,	0.999282044
0.971306146	,	0.999064637
2.143313887	,	0.99916084
0.952878608	,	0.998954085
0.14849556	,	0.999183925
0.026878147	,	0.999284696
